Title,Location,Price,Area,Room
                        Apartment Veembroederhof 255 2 PP                            ,            1019 HD Amsterdam (Oostelijk Havengebied)        ,"                €4,500 per month            ",183 m²,6 rooms
                        House Oudezijds Achterburgwal 89                            ,            1012 DC Amsterdam (Burgwallen-Oude Zijde)        ,"                €6,250 per month            ",261 m²,8 rooms
                        Apartment Herengracht                            ,            1016 BE Amsterdam (Grachtengordel-West)        ,"                €2,500 per month            ",70 m²,3 rooms
                        Apartment Loenermark                            ,            1025 TX Amsterdam (Buikslotermeer)        ,"                €1,450 per month            ",65 m²,2 rooms
                        Apartment Hugo de Grootkade                            ,            1052 LP Amsterdam (Frederik Hendrikbuurt)        ,"                €1,650 per month            ",45 m²,2 rooms
                        Apartment Leenhofstraat                            ,            1067 KW Amsterdam (Geuzenveld)        ,"                €1,750 per month            ",69 m²,3 rooms
                        Apartment Cornelis Anthoniszstraat                            ,            1071 VR Amsterdam (Museumkwartier)        ,"                €3,150 per month            ",115 m²,3 rooms
                        Apartment Dikninge                            ,            1083 VC Amsterdam (Buitenveldert-Oost)        ,"                €2,400 per month            ",75 m²,3 rooms
                        Apartment Keizersgracht 96 G                            ,            1015 CV Amsterdam (Grachtengordel-West)        ,"                €2,300 per month            ",90 m²,2 rooms
                        Apartment Karel du Jardinstraat 21 1                            ,            1072 SE Amsterdam (Nieuwe Pijp)        ,"                €2,500 per month            ",60 m²,3 rooms
                        Apartment Ruysdaelkade 77 4                            ,            1072 AL Amsterdam (Oude Pijp)        ,"                €2,000 per month            ",49 m²,2 rooms
                        Apartment Ertskade 268                            ,            1019 BB Amsterdam (Oostelijk Havengebied)        ,"                €2,800 per month            ",123 m²,4 rooms
                        Apartment Bosboom Toussaintstraat                            ,            1054 AN Amsterdam (Helmersbuurt)        ,"                €3,000 per month            ",125 m²,4 rooms
                        Apartment Kerkstraat                            ,            1017 HC Amsterdam (Grachtengordel-Zuid)        ,"                €2,550 per month            ",105 m²,3 rooms
                        Studio Nieuwezijds Voorburgwal                            ,            1012 RD Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,350 per month            ",25 m²,1 room
                        Apartment Johan Hofmanstraat                            ,            1069 KE Amsterdam (Osdorp-Midden)        ,"                €2,250 per month            ",96 m²,3 rooms
                        Apartment Ruysdaelkade 197 2                            ,            1072 AV Amsterdam (Nieuwe Pijp)        ,"                €1,995 per month            ",73 m²,3 rooms
                        Apartment Kinkerstraat                            ,            1053 EN Amsterdam (Kinkerbuurt)        ,"                €1,750 per month            ",45 m²,1 room
                        Apartment Tweede Oosterparkstraat 184 H                            ,            1092 BT Amsterdam (Oosterparkbuurt)        ,"                €2,100 per month            ",84 m²,3 rooms
                        Apartment Omval                            ,            1096 AA Amsterdam (Omval/Overamstel)        ,"                €2,250 per month            ",107 m²,3 rooms
                        Apartment Brouwersgracht 5 F                            ,            1015 GA Amsterdam (Grachtengordel-West)        ,"                €1,900 per month            ",70 m²,2 rooms
                        Apartment Beemsterstraat 546 G11                            ,            1024 BV Amsterdam (Waterlandpleinbuurt)        ,                €994 per month            ,63 m²,2 rooms
                        Apartment Weesperzijde 6 4                            ,            1091 EA Amsterdam (Weesperzijde)        ,"                €2,300 per month            ",82 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
